"priref","term","termbeschrijving"
"67874","vliegen (voortbeweging)","Beweging van een object door een gasvormig medium."
"67875","opstaan",""
"67876","springen","De handeling van het in de lucht veren."
"67877","winnaar","Personen die prijsvragen, prijzen, onderscheidingen of wedstrijden winnen."
"67878","bloedkoraal","Bloedkoraal is de gemeenschappelijke naam voor Corallium rubrum en verschillende verwante soorten koraal. Het onderscheidende kenmerk van bloedkoralen is hun duurzaam en intens gekleurde rode of roze skelet, die wordt gebruikt voor het maken van sieraden."
"67880","baars",""
"67881","stro","Gedroogde stengels van graangewassen of andere grassen, die worden gebruikt bij het vlechten en weven."
"67882","hooi","Algemene term voor materiaal dat bestaat uit gras dat is gemaaid, geknipt en gedroogd; vaak gebruikt als veevoer."
"67885","veenmollen (guideterm)","gryllotalpidae"
"67887","veenmol","gryllotalpa gryllotalpa"
"67888","mollen (guideterm)","Talpidae"
"67890","mol","talpa europaea"
"67891","schermbloem",""
"67892","barkruk","Hoge krukken die meestal deel uitmaken van een reeks dezelfde krukken die voor een bar staan. Ze bestaan vaak uit een ronde zitting die op een centrale staander is bevestigd."
"67893","muziekkruk","Krukken die meestal een draaibare of verstelbare zitting hebben. Ze worden bij het pianospelen of het spelen van andere instrumenten gebruikt. Geef de voorkeur aan 'muziekstoelen' voor gelijksoortig zitmeubilair met verstelbare rugleuning en eventueel met verstelbare of draaibare zitting."
"67898","deel van een plant/boom",""
"67899","eikentak",""
"67900","tak","Houtachtige uitspruitsel uit de stam of stengel of uit een andere tak van een boom of ander gewas."
"67901","buis (jasje)","Nauwsluitende, mouwloze jassen tot aan de heupen, meestal zonder kraag en met ceintuur, vooral die werden gedragen over een doublet in de 16e en 17e eeuw. Gebruik ook voor soortgelijke kledingstukken met sluitingen gemaakt van geweven of gebreide stof of leer en gedragen in de 20e eeuw als beschermende bovenkleding of om uitrusting te dragen door militair personeel."
"67902","gekerfde buis","Nauwsluitend kort jasje zonder panden met een of twee rijen knopen."
"67903","afdak (aanbouw)","Gebruik voor kleinere bouwwerken met een enkel afhellende dak, tegen een muur of gebouw aangebracht. Gebruik 'afdaken (vrijstaand)' voor vrijstaande constructies van dit type."
"67905","strodak","Roofs comprising beams that are covered with plant material, such as reeds or straw, in thick mats arranged and connected to the beams and battens in a way so that rain water is shed. In European tradition, an underlayer of plant material is permanent, and the upper weathering layer is replaced or repaired as needed over time. In tropical traditions, thatching may cover the roof as well as one or more walls."
"67906","klauwaapjes (guideterm)","callitrichinae"
"67907","zijdeaapje",""
"67914","aanplakbiljet","Signs or notices, usually of stiff paper or cardboard, posted in public or carried in public, for example by picketers or demonstrators."
"67916","ex-libris","Labels die in boeken zijn geplakt om aan te geven van wie ze zijn, en soms om aan te geven waar ze horen te staan in een bibliotheek."
"67917","titelpagina","De bladzijde van het boek dat de titel en meestal ook informatie als de naam van de auteur, de uitgever en soms de datum van publicatie vermeldt. Als meerdere bladzijden bijzonderheden aangaande de titel weergeven, dan is die met de meeste informatie de titelpagina."
"67919","capriccio","Taferelen die gebouwen waarheidsgetrouw, maar in een denkbeeldige groepering tonen. Te onderscheiden van 'vedute ideate' : taferelen die realistisch ogen maar zijn samengesteld uit denkbeeldige elementen.Termen vooral gebruikt voor achttiende-eeuwse Italiaanse schilderijen en prenten."
"67922","virginaal","Klavecimbels, meestal rechthoekig, met 1 toetsenbord, waarbij de snaren in een rechte hoek tot de toetsen lopen."
"67924","achttiende-eeuws historisch genre","Voorstellingen, meestal vervaardigd in de 19de eeuw, waarin de figuren gekleed gaan in 18de-eeuwse kostuums. Het genre speelt zich af tegen een 18de-eeuwse setting, meestal in een interieur of een tuin."
"67925","boerengenre","Voorstellingen waarin mannen en vrouwen uit de lagere klassen zich in een landelijke omgeving bezighouden met beroepsmatige of ontspanningsactiviteiten."
"67926","herdersgenre",""
"67929","klassieke genrevoorstelling","Voorstelling uit de tweede helft van de 19de en de vroege 20ste eeuw die het (vermeende) dagelijks leven in de klassiek Oudheid tot onderwerp heeft."
"67933","typografie","Wordt gebruikt voor verschillende procédés voor het gebruik van het werken met lettervormen en lettersoorten, waaronder het zetten van letters, het ontwerpen van lettertypen en het opmaken van gedrukte letters."
"67937","kwartet (muziekgezelschap)","Vier stemmen of instrumenten, met name vier strijkinstrumenten."
"67939","trio (muziekgezelschap)",""
"67940","fluitspeler","Zij die fluit spelen."
"67941","pianist","Zij die de piano bespelen."
"67942","vioolspeler","Zij die de viool spelen."
"67943","amarantenfamilie (guideterm)","amaranthaceae"
"67945","zeekraal","salicornia europaea"
"67946","afwerkingsijzerwaar","Zichtbare, functionele ijzerwaren die er afgewerkt uitziet en vaak wordt gebruikt als deel van het decoratieve ontwerp op objecten zoals meubels, in architectuur, maar ook in boekbandonderdelen."
"67947","scharnier","Flexibele platen of bladen die samengevoegd zijn met een pin om een draaibeweging in één richting mogelijk te maken van de delen waaraan ze zijn bevestigd, zoals een deur of een poort."
"67950","paardengang",""
"67951","galop (paardengang)",""
"67953","gordeldier","dasypodidae"
"67957","brokaten achtergrond",""
"67958","aquaduct","Wordt gebruikt voor kunstmatige waterwegen om water over lange afstanden te vervoeren, meestal met behulp van de zwaartekracht; wordt ook gebruikt voor brugachtige bouwwerken die een waterweg of kanaal over een dal, een rivier of een ander obstakel heenvoeren."
"67960","pompoenplant",""
"67961","appelboom","Genus van 30 tot 50 soorten kleine bladverliezende bomen of struiken, waarvan vele soorten (vlezige) pitvruchten voortbrengen waarin het gerijpte vruchtbeginsel en het omringende weefsel zowel vlezig als eetbaar worden. Appelbomen zijn inheems in de regio's rond de Kaspische Zee en de Zwarte Zee. Ze werden door de eerste kolonisten naar Amerika gebracht. Appelbomen worden voornamelijk commercieel gekweekt voor hun vruchten, maar ook het hout wordt gebruikt."
"67962","olijfboom",""
"67964","vijgenboom","Soort grote bladverliezende heester of kleine loofboom, inheems in Zuidwest-Azië en het Middellandse Zeegebied, die op grote schaal wordt gekweekt voor zijn eetbare vrucht. Het was een van de eerste planten die werd gekweekt door de mens, zoals blijkt uit bewijsmateriaal dat dateert uit de periode 9400-9200 v.Chr., dus nog vóór de domesticatie van tarwe, gerst en peulvruchten."
"67965","afvoerkanaal (kunstmatig)","Kunstmatige waterkanalen of troggen om water door te leiden."
"67966","colbert","Korte, ruimvallende jasjes voor mannen."
"67967","laboratoriumjas",""
"67969","huisjakje","In de 17de eeuw een kort wijd huisjasje met wijde mouwen, veelal in heldere kleuren en met bont afgezet. In de 18de eeuw een getailleerd heuplang tot knielang huisjasje, dat wordt gedragen als een keurs en ook carcao of jukaatje wordt genoemd."
"67970","rock (jas)","Jassen die bij een rokkostuum horen, met een gevormd bovenstuk en een taillenaad, waaraan aan de achterzijde panden zijn genaaid."
"67972","stofjas","Lange, lichte, jasachtige overkleding die aan het begin van de 20e eeuw werd gedragen om de drager te beschermen tegen stof, vooral bij het rijden in automobielen."
"67973","litteken",""
"67974","tulpenboomfamilie (guideterm)","magnoliaceae"
"67975","magnolia",""
"67981","haag","Beplantingen van struiken of houtachtige gewassen in een rij, meestal als hekken, afscheidingen of windbrekers."
"67982","berceau","Aanduiding voor lichte, open bouwwerken die worden gevormd door bomen, struiken of klimplanten die dicht bij elkaar zijn geplant en zijn samengedraaid om zichzelf te ondersteunen, of door een raamwerk met latten dat wordt bedekt door planten; meestal minder uitgebreid en stevig dan 'pergola's', die overigens een pad begeleiden."
"67986","roodborstje","erithacus rubecula"
"67987","hoendervogels (guideterm)","Orde van ongeveer 290 soorten in 5 families, waaronder die van de fazantachtigen, grootpoothoenders, hokko's, parelhoenders en sjakohoenders. De vogels leven op de grond of in bomen en hebben sterke poten waarmee ze in de grond wroeten, korte ronde vleugels en lange staartveren."
"67989","korhoen","lyurus tetrix"
"67990","geelbefkasuaris",""
"67994","Hollands historische figuurvoorstelling",""
"67996","groot hoefblad","petasites hybridus"
"67997","jakobsstaf (meetinstrument)","Houten staven met een schaalverdeling en een schuivende dwarsbalk die worden gebruikt voor het meten van de horizonshoogte van hemellichamen; voorlopers van de moderne sextanten."
"68003","atletiekbaan","Wordt gebruikt voor sport- en recreatieterreinen in de open lucht, meestal in de vorm van een langgerekt ovaal, van markeringen voorzien, voornamelijk voor hardloopwedstrijden. Gebruik 'indoorbanen' voor vergelijkbare overdekte banen."
"68004","kolfbaan",""
"68005","schietbaan","Terreinen, ingericht voor het schieten naar een doel, naar schietschijven."
"68006","tennisbaan",""
"68010","houten vloer",""
"68012","geruite stenen vloer",""
"68013","plavuizen vloer",""
"68018","in een trompe-l'oeil-omlijsting (achthoekig)",""
"68019","in een trompe-l'oeil-omlijsting (ovaal)",""
"68020","in een trompe-l'oeil-omlijsting (rechthoekig)",""
"68021","in een trompe-l'oeil-omlijsting (tondo)",""
"68022","beeldhouwersatelier (werkruimte)","Ruimten die bedoeld zijn voor beeldhouwers om in te werken."
"68023","schildersatelier (werkruimte)","Ruimten die bedoeld zijn voor schilders om in te werken."
"68024","reclametekening",""
"68025","geometrische abstractie",""
"68026","organisch (vorm)",""
"68028","non-figuratieve kunst","Kunst met een visuele vorm die slechts naar zichzelf verwijst, niet naar iets specifieks daarbuiten. Gebruik 'non-figuratief'om te verwijzen naar de specifieke stijl van hedendaagse kunst."
"68029","patroon (ontwerpelement)","Te gebruiken voor decoratieve ontwerpen die zich meestal op een plat vlak of in reliëf bevinden en bestaan uit telkens terugkerende motieven."
"68031","bloempatroon",""
"68032","ruitpatroon",""
"68033","stip","Kleine markeringen of punten, afzonderlijk gebruikt of in patronen. Deze zijn gebruikt als decoratieve motieven op rituele objecten in vroeg China ter aanduiding van vruchtbaarheid, in vroeg Keltische en Angelsaksische manuscripten waarin ze werden gewoonlijk werden gebruikt ter verfraaiing van beginletters, in heraldiek en in de decoratie van glas en aardewerk."
"68035","streep",""
"68037","schaapskooi","Verblijfplaatsen voor schapen."
"68038","varkenshok","Stallen voor het onderbrengen van varkens."
"68039","reliekhouder","Houders voor het veilig stellen of tentoonstellen van relikwieën van heiligen, in formaat uiteenlopend van kleine doosjes tot grote objecten, soms in de vorm van de ingesloten relikwie."
"68044","dief","Personen die zich onrechtmatig eigendommen toe-eigenen met de bedoeling de rechtmatige eigenaar hiervan permanent te beroven."
"68045","moordenaar","Mensen die op onrechtmatige wijze met voorbedachten rade andere mensen doden."
"68046","zakkenroller",""
"68050","manchet (kledingaccessoire)","Plooien of banden die dienst doen als versiering of afwerking aan het uiteinde van een mouw, broekspijp, de bovenrand van een laars en dergelijke; ze zijn gemaakt als aparte onderdelen en worden gedragen met, of bevestigd aan, kleding of kledingaccessoires, of vervaardigd als vast onderdeel van kleding of kledingaccessoires."
"68051","cavia",""
"68057","vleugel (dierlijk lichaamsdeel)","Vliegorganen van een vliegend dier, zoals een vogel, vleermuis of insect. Bij vogels zijn vleugels speciaal aangepaste voorledematen, bij vleermuizen (en de uitgestorven pterodactyli, enz.) verlengingen van de huid die zijn bevestigd aan aangepaste delen van de voorledematen, en bij insecten vliesachtige uitgezette delen die zijn bevestigd aan de thorax en aan de ledematen."
"68058","gewei","Een paar uitstulpingen van been dat jaarlijks wordt afgeworpen; het steekt uit vanaf de voorhoofdsbeenderen van gehoefde dieren die behoren tot de hertenfamilie. Te onderscheiden van 'hoorn', dat uit vervormd huidweefsel of samengeperst haar bestaat."
"68059","ingewanden","Onderste deel van het spijsverteringskanaal, dat zich uitstrekt van de maagportier tot de anus."
"68060","klauw (dierlijk lichaamsdeel)","Scherpe, hoornachtige, smalle en gekromde structuren aan de tenen van vogels, reptielen, veel zoogdieren en sommige amfibieën. Klauwen bestaan uit verharde (gekeratiniseerde) uitgroeisels van de epidermis. Ze kunnen ontwikkeld zijn om te krabben, iets vast te houden, te graven of te klimmen. De term wordt ook wel gebruikt voor soortgelijke structuren aan de poten van insecten, schaaldieren en andere minder complexe dieren."
